track_name,artist_name,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,116750,21/1/21,88,0.722,0.893,0,-3.255,0,0.0475,0.0441,0.000937,0.0673,0.439,119.932,1.945833333
I'm not Pretty,JESSIA,118400,8/1/21,54,0.783,0.526,7,-6.478,1,0.261,0.0802,0,0.066,0.902,75.002,1.973333333
Aesthetic,Xilo,158435,14/2/20,67,0.714,0.594,0,-10.63,1,0.43,0.965,0.255,0.129,0.45,169.837,2.640583333
Home,Edith Whiskers,197360,13/11/20,71,0.72,0.197,2,-12.494,1,0.0361,0.981,0.00187,0.1,0.284,120.024,3.289333333
Track Star,Mooski,199706,9/2/21,80,0.641,0.598,7,-5.7,0,0.324,0.381,0,0.0921,0.285,131.459,3.328433333
Ya Tabtab,Drinche,182783,16/8/20,27,0.768,0.549,6,-13.255,0,0.0598,0.275,0.7,0.0839,0.552,119.99,3.046383333
Streets,Doja Cat,226986,7/11/19,91,0.749,0.463,11,-8.433,1,0.0828,0.208,0.0371,0.337,0.19,90.028,3.7831
Cigarette Daydreams,Cage The Elephant,208760,8/10/13,54,0.636,0.676,2,-3.442,1,0.0263,0.0807,0,0.0831,0.273,113.98,3.479333333
Runaway,AURORA,248826,2014,83,0.521,0.277,11,-10.34,1,0.0356,0.634,7.07E-05,0.103,0.13,115.01,4.1471
Dancing in My Room,347aidan,180121,26/10/20,11,0.979,0.41,8,-11.056,0,0.112,0.658,3.42E-05,0.205,0.74,119.971,3.002016667
Desperado,Rihanna,186466,28/1/16,75,0.685,0.61,0,-5.221,0,0.0439,0.323,0,0.102,0.323,94.384,3.107766667
Cry Baby (feat. DaBaby),Megan Thee Stallion,137983,20/11/20,80,0.957,0.437,11,-7.882,1,0.359,0.00402,0,0.219,0.616,130.058,2.299716667
dirty laundry,blackbear,165600,14/2/15,73,0.766,0.64,0,-8.899,1,0.0345,0.051,0,0.237,0.67,100.044,2.76
Sahara,Drinche,124441,19/2/20,24,0.764,0.723,4,-9.168,0,0.0415,0.128,0.812,0.0959,0.192,123.015,2.074016667
Hayloft,Mother Mother,181680,23/9/08,84,0.527,0.922,9,-2.666,0,0.0728,0.00475,0.000162,0.422,0.49,95.975,3.028
Cloud 9,Beach Bunny,137600,14/2/20,62,0.627,0.935,4,-3.257,1,0.0495,0.00145,1.72E-05,0.335,0.903,80.986,2.293333333
Why'd You Only Call Me When You're High?,Arctic Monkeys,161123,1/1/13,63,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13E-05,0.104,0.8,92.004,2.685383333
Promiscuous,Nelly Furtado,242293,1/1/06,82,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13E-05,0.154,0.868,114.328,4.038216667
Plastic,Unghetto Mathieu,181015,29/5/20,67,0.626,0.734,1,-3.96,0,0.331,0.023,0,0.285,0.692,130.427,3.016916667
It's Tricky,Run–D.M.C.,183760,15/5/86,73,0.965,0.857,11,-8.458,0,0.17,0.00131,0,0.0726,0.951,127.656,3.062666667
Sweater Weather,The Neighbourhood,240400,19/4/13,88,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4.006666667
oops!,Yung Gravy,139759,2/10/20,76,0.886,0.743,6,-6.797,0,0.0812,0.0358,0.000198,0.0511,0.941,131.902,2.329316667
Hot N*gga,Bobby Shmurda,194561,25/7/14,75,0.794,0.51,9,-7.314,1,0.42,0.0505,1.81E-06,0.0562,0.18,167.879,3.242683333
Arabian Nights,Drinche,192078,16/11/19,29,0.754,0.643,5,-9.715,0,0.0581,0.444,0.883,0.199,0.618,119.999,3.2013
I Am (feat. Flo Milli),Yung Baby Tate,182464,4/12/20,72,0.932,0.835,1,-3.905,1,0.156,0.105,0,0.0847,0.926,144.02,3.041066667
Freak,Doja Cat,284480,7/8/20,77,0.688,0.716,7,-5.702,1,0.0385,0.0969,0,0.0989,0.373,116.912,4.741333333
I'm Legit,Nicki Minaj,198053,1/1/12,66,0.859,0.746,9,-3.014,1,0.0663,0.0301,0.000877,0.169,0.543,75.002,3.300883333
UCKERS,Shygirl,115000,12/6/19,43,0.773,0.555,4,-7.169,0,0.0583,0.0154,0.00814,0.319,0.501,97.992,1.916666667
WITHOUT YOU,The Kid LAROI,161384,6/11/20,91,0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,2.689733333
Bang Bang Bang Bang,Sohodolls,181640,24/9/07,64,0.729,0.581,10,-7.091,0,0.0304,0.531,1.09E-06,0.102,0.352,93.997,3.027333333
Hayati,Drinche,177261,3/5/20,18,0.716,0.438,1,-13.905,1,0.0437,0.53,0.909,0.0819,0.266,105.055,2.95435
Steven Universe,L.Dre,134025,21/2/20,67,0.676,0.0674,7,-13.899,1,0.0703,0.841,0.942,0.121,0.214,77.037,2.23375
Jenny (I Wanna Ruin Our Friendship),Studio Killers,215280,4/12/20,75,0.668,0.798,11,-5.701,1,0.0334,0.00305,0.0144,0.277,0.575,133.928,3.588
Violent,carolesdaughter,135877,23/11/20,78,0.797,0.755,2,-5.393,1,0.0293,0.331,2.26E-06,0.124,0.411,129.955,2.264616667
Space Girl,Frances Forever,231428,27/3/20,19,0.67,0.398,9,-9.14,1,0.0306,0.319,0.000113,0.38,0.219,125.983,3.857133333
Hadal Ahbek,Issam Alnajjar,209684,27/9/20,46,0.806,0.47,4,-9.985,1,0.0307,0.156,0,0.0884,0.442,95.003,3.494733333
Adderall (Corvette Corvette),Popp Hunna,136224,15/10/20,72,0.913,0.391,4,-11.158,0,0.368,0.272,0,0.0666,0.713,141.05,2.2704
Put Your Records On,Ritt Momney,210463,24/4/20,4,0.399,0.492,6,-10.777,0,0.0538,0.058,0.00101,0.11,0.159,91.066,3.507716667
Body,Megan Thee Stallion,171067,20/11/20,82,0.914,0.732,8,-6.1,0,0.241,0.0166,0,0.107,0.469,94.066,2.851116667
Paparazzi,Kim Dracula,192358,11/12/20,77,0.677,0.685,4,-5.643,0,0.0505,0.0739,0,0.107,0.177,91.008,3.205966667
"Gravity (feat. Tyler, The Creator)",Brent Faiyaz,214692,29/1/21,78,0.539,0.615,1,-8.746,0,0.252,0.173,0.0056,0.144,0.493,163.924,3.5782
Sugar Daddy,Qveen Herby,203809,26/5/20,71,0.953,0.453,10,-7.197,1,0.07,0.0605,0.000159,0.625,0.0368,126.009,3.396816667
Dick (feat. Doja Cat),StarBoi3,175238,23/4/21,86,0.647,0.608,9,-6.831,1,0.42,0.13,0,0.0584,0.474,125.994,2.920633333
Yeah Yeah,Young Nudy,246857,2/10/16,61,0.644,0.597,6,-8.305,0,0.206,0.0167,5.41E-05,0.112,0.341,139.969,4.114283333
TELL EM,yoitsvic,77413,9/5/21,51,0.76,0.573,1,-13.402,1,0.3,0.174,0.912,0.129,0.181,126.252,1.290216667
Mix It,MoneyMarr,119375,18/12/20,46,0.812,0.586,8,-7.625,1,0.39,0.0232,0,0.164,0.23,153.094,1.989583333
MY STORY (DLOG),Mike Dimes,164075,8/5/21,48,0.936,0.251,1,-15.98,1,0.494,0.287,0,0.122,0.671,140.935,2.734583333
Beat Box (feat. Young M.A) - Freestyle,SpotemGottem,209931,3/5/21,70,0.797,0.446,1,-6.078,1,0.394,0.0306,0,0.0915,0.234,160.095,3.49885
Lights Down Low (feat. Waka Flocka Flame),Maejor,186120,23/3/12,69,0.717,0.858,7,-3.469,0,0.0422,0.0694,2.80E-06,0.0801,0.67,155.41,3.102
Never Left,Lil Tecca,168727,6/5/21,84,0.807,0.659,11,-6.92,1,0.332,0.0224,0,0.309,0.438,82.465,2.812116667
Bundles (feat. Taylor Girlz),Kayla Nicole,154805,5/5/21,71,0.939,0.682,11,-5.931,1,0.306,0.00152,0,0.0552,0.584,130.022,2.580083333
One Dance,Drake,173986,6/5/16,84,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,2.899766667
Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),T-Pain,235306,2014,70,0.786,0.689,1,-6.113,1,0.315,0.00931,1.14E-06,0.214,0.874,157.935,3.921766667
She Make It Clap,Soulja Boy,111549,15/4/21,74,0.941,0.471,1,-13.087,1,0.494,0.0308,0.00838,0.0837,0.487,119.898,1.85915
Beat Box 3 (feat. DaBaby),SpotemGottem,200424,26/2/21,81,0.853,0.426,1,-6.812,1,0.374,0.0765,0,0.104,0.201,160.051,3.3404
BIG PURR (Prrdd) (feat. Pooh Shiesty),Coi Leray,116760,26/3/21,77,0.774,0.412,1,-8.619,1,0.378,0.026,0,0.088,0.38,139.943,1.946
Who Want Smoke?,Nardo Wick,152793,22/1/21,66,0.689,0.62,6,-7.684,1,0.295,0.00159,0,0.623,0.452,75.488,2.54655
CAP,T3,163134,15/12/20,43,0.866,0.644,9,-6.504,1,0.373,0.0361,0,0.0632,0.942,156.014,2.7189
Hot In Herre,Nelly,228240,25/6/02,74,0.956,0.745,11,-4.753,0,0.12,0.206,0,0.0615,0.912,107.075,3.804
Sneaky Link,HXLLYWOOD,115391,25/12/20,73,0.861,0.644,5,-7.79,1,0.513,0.0953,0,0.284,0.765,76.915,1.923183333
Show Me Up,Lil Tecca,166875,6/4/21,76,0.674,0.453,6,-10.293,0,0.0612,0.155,1.21E-06,0.0933,0.22,128.107,2.78125
With My Hoe!,C2d,82515,11/9/20,73,0.586,0.538,10,-7.819,1,0.0545,0.0248,0.00795,0.203,0.188,140.107,1.37525
Everyday,SoFaygo,171165,17/12/20,68,0.497,0.637,2,-8.594,0,0.609,0.587,0,0.328,0.518,161.079,2.85275
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,257399,4/3/97,75,0.845,0.884,6,-4.506,0,0.0759,0.0128,2.10E-06,0.203,0.904,104.536,4.289983333
On Cam (feat. Moneybagg Yo),Yung Bleu,160248,17/8/18,58,0.839,0.34,1,-11.591,1,0.407,0.0099,2.69E-05,0.154,0.417,160.043,2.6708
Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,201706,17/8/18,69,0.938,0.5,4,-10.08,0,0.144,0.00183,0,0.077,0.462,140.011,3.361766667
White Tee (with NO1-NOAH),Summer Walker,211373,10/7/20,75,0.791,0.366,1,-8.337,1,0.0966,0.744,7.24E-06,0.106,0.335,124.878,3.522883333
Shawty Wassup,YUNG NATION,235520,7/6/19,51,0.883,0.601,1,-6.112,1,0.207,0.0224,0,0.145,0.397,123.958,3.925333333
All Night Long,Mary Jane Girls,343933,1/1/94,57,0.796,0.431,7,-10.3,1,0.214,0.171,0.00811,0.0894,0.667,94.875,5.732216667
Bullshit,Blac Youngsta,153826,31/8/18,35,0.846,0.437,8,-8.691,0,0.405,0.00401,0,0.103,0.381,151.953,2.563766667
Back In Blood (feat. Lil Durk),Pooh Shiesty,184489,6/11/20,81,0.759,0.538,8,-8.256,0,0.384,0.151,0,0.126,0.831,146.933,3.074816667
ReYup (feat. Spodee),Travis Porter,135627,1/6/15,60,0.974,0.375,1,-11.995,1,0.391,0.0273,0,0.0807,0.803,127.019,2.26045
Earned It (Fifty Shades Of Grey),The Weeknd,277680,28/8/15,70,0.659,0.291,2,-8.275,0,0.0348,0.405,0,0.0771,0.406,119.829,4.628
Good Days,SZA,279204,25/12/20,89,0.436,0.655,1,-8.37,0,0.0583,0.499,8.10E-06,0.688,0.412,121.002,4.6534
Yrn (Tiktok Trend),Floxyn,99047,27/1/21,33,0.799,0.832,7,-6.036,0,0.241,0.356,0.00148,0.189,0.754,126.124,1.650783333
Jelly,Big Homie Ty.Ni,142808,11/12/20,62,0.886,0.708,10,-4.391,0,0.36,0.176,1.53E-05,0.328,0.533,145.967,2.380133333
All The Time,Jeremih,264200,1/1/13,72,0.675,0.44,9,-9.298,0,0.349,0.545,6.24E-06,0.197,0.0338,109.823,4.403333333
Birthday Sex,Jeremih,226506,1/1/09,67,0.679,0.522,7,-5.603,0,0.0427,0.297,0,0.151,0.445,60.014,3.7751
Knicks,Cochise,148164,20/11/20,63,0.817,0.571,6,-8.797,0,0.168,0.017,0.000307,0.241,0.621,159.982,2.4694
Triple S,YN Jay,141844,12/9/20,56,0.825,0.453,2,-9.869,1,0.281,0.0155,4.22E-06,0.108,0.148,97.49,2.364066667
#Sweetladychallenge,Lew Mr. Blue,192287,13/6/18,57,0.741,0.669,10,-6.293,1,0.04,0.0215,0,0.0555,0.399,102.992,3.204783333
Milkshake,BBY KODIE,109107,31/10/19,34,0.872,0.521,11,-11.505,0,0.273,0.00577,3.41E-05,0.198,0.563,110.057,1.81845
Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,174729,28/8/20,69,0.761,0.517,5,-6.916,1,0.0927,0.114,0,0.157,0.46,147.912,2.91215
No More Parties,Coi Leray,140920,22/1/21,72,0.847,0.405,11,-10.901,1,0.584,0.232,5.37E-06,0.0944,0.588,156.999,2.348666667
Adderall (Corvette Corvette) - Remix,Popp Hunna,176382,18/12/20,70,0.921,0.718,4,-3.545,0,0.299,0.217,0,0.189,0.677,141.06,2.9397
ROLLIN N CONTROLLIN FREESTYLE,DUSTY LOCANE,191208,7/8/20,79,0.69,0.514,8,-11.81,0,0.328,0.0975,0.497,0.346,0.307,72.791,3.1868
Opp Stoppa,YBN Nahmir,64654,25/11/20,53,0.82,0.302,0,-6.564,1,0.117,0.0166,0,0.111,0.216,78.099,1.077566667
Walk Down,FNF Chop,104489,20/11/19,30,0.905,0.515,1,-5.806,1,0.343,0.14,5.76E-06,0.169,0.298,131.132,1.741483333
Knock Knock,SoFaygo,139728,10/1/20,81,0.669,0.629,1,-6.032,0,0.0657,0.0485,0,0.346,0.683,125.935,2.3288
On Me,Lil Baby,135959,4/12/20,82,0.856,0.564,6,-6.295,0,0.392,0.00327,0,0.134,0.483,77.972,2.265983333
Best Ever (feat. Ayo & Teo),Polo Frost,226721,18/11/16,56,0.913,0.67,8,-8.152,0,0.19,0.341,3.84E-06,0.405,0.762,121.987,3.778683333
Needed Me,Rihanna,191600,28/1/16,79,0.671,0.314,5,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898,3.193333333
Rasputin,Boney M.,351573,1978,68,0.639,0.893,9,-6.509,1,0.036,0.289,0.00816,0.222,0.966,126.143,5.85955
Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,BRS Kash,211609,21/1/21,71,0.878,0.475,1,-8.42,0,0.324,0.00984,0,0.167,0.397,131.988,3.526816667
Nuketown (feat. Juice WRLD),Ski Mask The Slump God,166400,30/11/18,76,0.808,0.617,10,-9.32,0,0.442,0.113,0,0.734,0.632,149.962,2.773333333
Don't Wanna Fall In Love,KYLE,232368,2/10/15,71,0.486,0.616,0,-6.9,1,0.277,0.0149,0,0.356,0.601,132.151,3.8728
Pour It Up,Rihanna,161200,11/12/12,48,0.785,0.478,2,-8.735,1,0.0419,0.0254,0,0.0901,0.39,134.003,2.686666667
Just Dance,Lady Gaga,241933,1/1/08,73,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26E-05,0.181,0.745,118.992,4.032216667
Beat Box 2,SpotemGottem,181087,18/12/20,29,0.808,0.313,1,-7.992,1,0.245,0.116,0,0.0991,0.277,159.951,3.018116667
Whatchu Do,10k.Caash,104640,8/1/21,40,0.885,0.198,8,-15.026,1,0.552,0.013,0.0339,0.138,0.227,140.131,1.744
Fucc Valentines,Honcho Moonk,207203,14/2/18,51,0.76,0.539,2,-10.895,1,0.325,0.00817,0,0.284,0.588,140.105,3.453383333
Best I Ever Had,Drake,257690,2009,75,0.395,0.922,1,-2.176,1,0.375,0.19,0,0.134,0.558,162.361,4.294833333
Countdown,Beyoncé,212146,24/6/11,64,0.665,0.787,5,-5.73,1,0.151,0.308,0,0.219,0.699,167.349,3.535766667
Crew Love,Drake,208813,15/11/11,69,0.418,0.546,0,-9.057,0,0.238,0.227,0,0.229,0.294,160.152,3.480216667
I’m Single,Popp Hunna,150292,17/1/20,39,0.887,0.601,11,-6.647,1,0.278,0.0209,0,0.076,0.519,77.533,2.504866667
3 Times In A Row,TK N Cash,194510,25/9/15,46,0.745,0.567,7,-6.928,0,0.291,0.0861,0,0.118,0.89,160.119,3.241833333
Did You Know?,Luh Baam,122067,24/11/20,22,0.794,0.335,0,-12.676,1,0.526,0.558,0,0.146,0.636,88.309,2.03445
Jumpman 4's,Comethazine,84227,23/10/20,60,0.805,0.518,2,-6.436,1,0.233,0.0244,0,0.356,0.742,80.136,1.403783333
Tic Tac,Future,189147,13/11/20,67,0.942,0.566,11,-4.834,1,0.226,0.0773,0,0.11,0.479,132.858,3.15245
No Role Modelz,J. Cole,292986,9/12/14,85,0.692,0.521,10,-8.465,0,0.33,0.301,0,0.0565,0.463,100.45,4.8831
Ptpom,Mohead Mike,120084,6/9/20,35,0.846,0.36,2,-12.428,1,0.475,0.053,4.41E-06,0.245,0.349,160.173,2.0014
Girl With The Tattoo Enter.lewd,Miguel,102813,26/11/10,72,0.372,0.239,6,-11.314,0,0.0296,0.856,0.000175,0.168,0.127,113.451,1.71355
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,263773,1/10/10,76,0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,4.396216667
Rake It Up (feat. Nicki Minaj),Yo Gotti,276333,27/10/17,73,0.91,0.444,1,-8.126,0,0.344,0.022,0,0.137,0.53,149.953,4.60555
Fuck It Up!,Ocho Drippin,163422,31/8/18,52,0.96,0.579,0,-8.214,1,0.292,0.014,4.41E-06,0.0459,0.776,121.979,2.7237
Mirrors,Justin Timberlake,484146,15/3/13,80,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,8.0691
Sleep,T-Speed & 5upamanHOE,201456,30/11/16,24,0.883,0.448,11,-9.515,0,0.348,0.00803,0,0.127,0.447,135.041,3.3576
Do It On The Tip (feat. City Girls & Hot Girl Meg),Megan Thee Stallion,167370,20/11/20,68,0.943,0.528,0,-8.631,1,0.299,0.00291,0,0.0858,0.608,97.542,2.7895
Donk,Soulja Boy,192906,1/1/07,53,0.926,0.863,0,-3.391,0,0.269,0.0197,0,0.0484,0.779,92.522,3.2151
Beware,Big Sean,235186,1/1/13,71,0.7,0.554,1,-5.909,1,0.187,0.219,1.36E-06,0.419,0.0633,97.127,3.919766667
Pickles on my Big Mac,Bop King,146364,8/12/20,14,0.458,0.351,8,-9.247,1,0.225,0.147,0,0.134,0.554,130.577,2.4394
OOOWWWEEE,Peewee Longway,147542,4/10/19,62,0.877,0.424,2,-8.383,1,0.0863,0.00329,0,0.0929,0.116,150.046,2.459033333
Wavy (feat. Joe Moses),Ty Dolla $ign,187671,25/3/16,67,0.75,0.491,11,-8.326,1,0.117,0.0898,0,0.109,0.711,105.008,3.12785
10 Freaky Girls (with 21 Savage),Metro Boomin,208293,6/11/18,78,0.81,0.353,6,-9.931,0,0.31,0.588,0,0.102,0.0727,88.031,3.47155
No Guidance Ayzha Nyree - Slowed,Moon OA,329377,9/9/20,41,0.609,0.682,9,-7.652,1,0.134,0.492,0,0.204,0.305,73.849,5.489616667
34+35,Ariana Grande,173710,30/10/20,88,0.83,0.585,0,-6.476,1,0.094,0.237,0,0.248,0.485,109.978,2.895166667
No Limit,G-Eazy,245386,15/12/17,74,0.838,0.771,1,-3.791,1,0.244,0.0117,0,0.0853,0.405,175.957,4.089766667
Freaky Friday (feat. Chris Brown),Lil Dicky,216631,15/3/18,73,0.755,0.599,8,-5.042,1,0.224,0.147,0,0.109,0.755,133.123,3.610516667
Girls in the Hood,Megan Thee Stallion,154323,26/6/20,74,0.821,0.863,6,-3.159,1,0.353,0.00824,0,0.0377,0.874,180.013,2.57205
You Got It,Vedo,203144,27/3/20,78,0.762,0.433,5,-8.937,1,0.187,0.143,0,0.118,0.394,122.074,3.385733333
Talk N Bout (Talm Bout) [feat. Lil Jay],Loui,186174,3/1/20,23,0.852,0.453,1,-8.307,1,0.349,0.0329,0,0.303,0.391,75.008,3.1029
Said Sum (feat. City Girls & DaBaby) - Remix,Moneybagg Yo,177704,18/9/20,69,0.913,0.625,10,-6.901,0,0.334,0.0168,0,0.125,0.298,126.915,2.961733333
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,189486,21/12/18,79,0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,3.1581
Work Out,J. Cole,235320,27/9/11,81,0.831,0.427,2,-6.903,1,0.106,0.0531,0,0.307,0.216,93.004,3.922
Anaconda,Nicki Minaj,260240,15/12/14,66,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78E-06,0.214,0.646,129.994,4.337333333
7-Nov,Beyoncé,213506,24/11/14,71,0.747,0.705,9,-5.137,0,0.126,0.0128,0,0.126,0.56,136.024,3.558433333
Don’t Stop (feat. Young Thug),Megan Thee Stallion,187940,2/10/20,64,0.933,0.757,2,-3.212,1,0.117,0.00184,0,0.135,0.544,137.993,3.132333333
Don't Tell 'Em,Jeremih,266840,4/12/15,74,0.856,0.527,2,-5.225,1,0.0997,0.392,0,0.11,0.386,98.052,4.447333333
Joro,WizKid,262736,30/9/19,68,0.686,0.694,7,-3.693,0,0.257,0.253,0.000904,0.109,0.587,189.998,4.378933333
pov,Ariana Grande,201882,30/10/20,81,0.487,0.534,0,-5.664,0,0.0555,0.36,0,0.1,0.173,131.798,3.3647
Perfect (feat. City Girls),Cousin Stizz,199266,14/8/19,61,0.965,0.692,1,-4.08,1,0.22,0.102,3.06E-06,0.0875,0.422,123.999,3.3211
Elastic,Joey Purp,126385,13/9/18,65,0.966,0.435,1,-4.944,1,0.0674,0.0604,0.22,0.0511,0.561,111.16,2.106416667
rockstar (feat. 21 Savage),Post Malone,218146,27/4/18,84,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01E-05,0.131,0.129,159.801,3.635766667
Coffin,Lil Yachty,89535,23/10/20,62,0.924,0.547,6,-4.98,0,0.271,0.0233,1.67E-06,0.0998,0.606,138.066,1.49225
Hit the Quan - Original Version,iLoveMemphis,181080,9/10/15,63,0.741,0.488,8,-8.253,1,0.362,0.000235,0,0.0488,0.625,160.018,3.018
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,190476,3/7/20,86,0.823,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.347,125.971,3.1746
SIX'FO,ZaeHD & CEO,136045,20/4/19,44,0.772,0.367,5,-11.785,0,0.594,0.0294,0,0.129,0.568,143.278,2.267416667
PRACTICE,DaBaby,122586,4/8/20,76,0.849,0.536,1,-7.307,1,0.349,0.0239,0,0.126,0.308,141.964,2.0431
Whole Lotta Choppas,Sada Baby,153750,14/8/20,65,0.926,0.762,1,-1.887,1,0.205,0.000718,0,0.117,0.277,127.931,2.5625
POPSTAR (feat. Drake),DJ Khaled,200221,17/7/20,83,0.8,0.56,5,-4.818,0,0.261,0.057,0,0.134,0.45,163.071,3.337016667
What You Know Bout Love,Pop Smoke,160000,3/7/20,87,0.709,0.548,10,-8.493,1,0.353,0.65,1.59E-06,0.133,0.543,83.995,2.666666667
Hit Different,SZA,202007,4/9/20,77,0.679,0.516,0,-6.371,0,0.0452,0.199,0,0.0965,0.716,120.074,3.366783333
Hope,XXXTENTACION,110886,16/3/18,84,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,1.8481
Throat Baby (Go Baby),BRS Kash,218181,24/7/20,63,0.9,0.521,4,-7.286,0,0.147,0.0135,0,0.0951,0.213,132.007,3.63635
Coochie,YN Jay,164591,9/8/20,1,0.703,0.472,11,-12.204,0,0.348,0.597,0.000175,0.147,0.562,96.888,2.743183333
Mood (feat. iann dior),24kGoldn,140525,24/7/20,75,0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,2.342083333
THICK,DJ Chose,178834,10/7/20,64,0.87,0.752,4,-6.615,1,0.372,0.0352,1.10E-06,0.269,0.591,145.118,2.980566667
Whoopty,CJ,123480,20/8/20,34,0.714,0.609,3,-7.683,0,0.17,0.194,0,0.126,0.778,140.206,2.058
Laugh Now Cry Later (feat. Lil Durk),Drake,261492,14/8/20,86,0.761,0.518,0,-8.871,1,0.134,0.244,3.47E-05,0.107,0.522,133.976,4.3582
Honesty - (Jersey Club Remix),Pink Sweat$,130612,12/8/20,29,0.87,0.387,0,-11.211,1,0.579,0.54,0,0.2,0.71,135.858,2.176866667
New Thang,Redfoo,226800,13/7/15,61,0.743,0.841,0,-5.189,1,0.0391,0.0156,0,0.133,0.814,100.003,3.78
Canceled,Larray,173880,18/10/20,63,0.647,0.803,11,-5.36,0,0.389,0.137,4.06E-06,0.0952,0.55,82.108,2.898
"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",A$AP Ferg,283693,19/8/13,71,0.841,0.733,1,-5.077,1,0.142,0.0246,0,0.174,0.284,130.009,4.728216667
New Patek,Lil Uzi Vert,343099,18/9/18,68,0.85,0.785,8,-4.963,0,0.345,0.0367,0,0.155,0.718,145.063,5.718316667
Garage Room Freestyle (Reel It In),Number9ok,74213,14/10/20,47,0.849,0.195,7,-11.477,0,0.643,0.437,1.22E-05,0.375,0.0722,129.952,1.236883333
Notice Me,PnB Rock,209050,13/1/17,58,0.597,0.645,0,-5.356,0,0.0588,0.457,0,0.11,0.55,128.258,3.484166667
Space Cadet (feat. Gunna),Metro Boomin,203266,6/11/18,80,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71E-05,0.238,0.638,109.004,3.387766667
Ram,Number9ok,154687,25/10/19,30,0.602,0.361,5,-6.059,1,0.126,0.299,0,0.149,0.0396,130.505,2.578116667
Good Morning,Mak Sauce,155733,21/2/20,49,0.883,0.584,11,-7.463,1,0.471,0.05,0,0.0679,0.798,148.059,2.59555
GOODMORNINGTOKYO!,TOKYO’S REVENGE,150115,18/10/19,75,0.907,0.539,4,-7.782,1,0.36,0.0408,0,0.253,0.664,124.918,2.501916667
Muwop (feat. Gucci Mane),Latto,200135,30/7/20,62,0.79,0.61,9,-6.958,0,0.102,0.0613,0,0.243,0.62,145.88,3.335583333
Ya Digg,Frostydasnowmann,173674,20/1/17,2,0.788,0.43,10,-14.682,0,0.282,0.0372,0,0.111,0.257,100.014,2.894566667
Donk,Pronto Spazzout,125257,6/3/20,30,0.879,0.591,11,-9.335,0,0.355,0.0452,0,0.0697,0.825,91.928,2.087616667
Kolors,Monte Booker,177855,29/6/16,63,0.718,0.403,2,-11.064,0,0.205,0.263,1.56E-06,0.228,0.636,129.582,2.96425
Hugh Hefner,ppcocaine,142074,11/9/20,62,0.94,0.74,11,-7.849,1,0.171,0.00652,1.01E-05,0.0947,0.702,136.038,2.3679
Tap In,Saweetie,139413,17/6/20,76,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,2.32355
Savage Love (Laxed - Siren Beat),Jawsh 685,171374,11/6/20,85,0.767,0.481,0,-8.52,0,0.0803,0.234,0,0.269,0.761,150.076,2.856233333
We All Tryna F*** - Radio Edit,Ysl Jalen,158288,22/7/20,34,0.942,0.265,1,-14.427,1,0.572,0.265,0,0.0762,0.621,129.943,2.638133333
Lets Link,WhoHeem,159955,20/8/20,4,0.839,0.683,10,-9.232,0,0.165,0.00667,0,0.241,0.522,120.003,2.665916667
Money Trees,Kendrick Lamar,386906,2012,76,0.716,0.531,7,-7.355,1,0.122,0.0703,0,0.224,0.344,71.994,6.448433333
Collard Greens,ScHoolboy Q,299960,1/1/14,74,0.825,0.575,11,-4.87,1,0.0633,0.025,9.94E-06,0.205,0.65,153.954,4.999333333
Back It Up,Trap Beckham,185318,28/2/20,44,0.883,0.546,8,-3.793,1,0.142,0.0107,0.0015,0.073,0.916,143.998,3.088633333
